# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,1.044943,-0.003568,0.022475,0.078393,-0.003568,0.022475,0.078393,-1.666390,-2.713556,-9.278785
1.000000,1.000000,0.985271,-0.002911,0.021346,0.078838,-0.002911,0.021346,0.078838,-1.992586,-4.207771,-8.634838
2.000000,1.000000,0.990994,-0.002959,0.020820,0.078737,-0.002959,0.020820,0.078737,1.394435,1.863717,-9.529835
3.000000,1.000000,0.988661,-0.002770,0.021889,0.078838,-0.002770,0.021889,0.078838,0.473132,1.327194,-9.708286
4.000000,1.000000,1.059288,-0.003728,0.021757,0.078941,-0.003728,0.021757,0.078941,-3.513819,-2.840401,-8.707536
5.000000,1.000000,0.967320,-0.002845,0.020349,0.078533,-0.002845,0.020349,0.078533,0.848719,1.642417,-9.634222
6.000000,1.000000,0.981296,-0.003067,0.020865,0.078856,-0.003067,0.020865,0.078856,-3.403482,-6.219646,-6.780001
7.000000,1.000000,0.990371,-0.003672,0.021890,0.078783,-0.003672,0.021890,0.078783,-0.131136,2.873105,-9.378922
8.000000,1.000000,0.992840,-0.002583,0.022701,0.078929,-0.002583,0.022701,0.078929,0.746363,0.905708,-9.739545
9.000000,1.000000,1.029364,-0.003050,0.021350,0.078680,-0.003050,0.021350,0.078680,0.135209,0.102271,-9.808535
10.000000,1.000000,0.994658,-0.002622,0.020766,0.079385,-0.002622,0.020766,0.079385,-0.003432,0.042831,-9.809906
11.000000,1.000000,1.008910,-0.002757,0.020397,0.078889,-0.002757,0.020397,0.078889,-0.728451,-0.534794,-9.767971
12.000000,1.000000,0.997496,-0.002646,0.021781,0.078768,-0.002646,0.021781,0.078768,-0.068637,-0.246399,-9.806597
13.000000,1.000000,1.041717,-0.002670,0.021138,0.079083,-0.002670,0.021138,0.079083,-0.367974,-0.065969,-9.807907
14.000000,1.000000,1.041717,-0.002670,0.021138,0.079083,-0.002670,0.021138,0.079083,-0.367974,-0.065969,-9.807907
15.000000,1.000000,1.041717,-0.002670,0.021138,0.079083,-0.002670,0.021138,0.079083,-0.367974,-0.065969,-9.807907
16.000000,1.000000,1.011369,-0.002847,0.020731,0.079008,-0.002847,0.020731,0.079008,-0.226320,-0.081628,-9.802763
17.000000,1.000000,0.992375,-0.002364,0.020387,0.078774,-0.002364,0.020387,0.078774,-0.602353,-0.195339,-9.790102
18.000000,1.000000,0.992375,-0.002364,0.020387,0.078774,-0.002364,0.020387,0.078774,-0.602353,-0.195339,-9.790102
19.000000,1.000000,0.992375,-0.002364,0.020387,0.078774,-0.002364,0.020387,0.078774,-0.602353,-0.195339,-9.790102
20.000000,1.000000,0.958011,-0.002538,0.020984,0.078781,-0.002538,0.020984,0.078781,-0.306843,-0.072140,-9.804934
21.000000,1.000000,1.010368,-0.004159,0.021817,0.079665,-0.004159,0.021817,0.079665,-0.004867,0.044060,-9.809900
22.000000,1.000000,1.010368,-0.004159,0.021817,0.079665,-0.004159,0.021817,0.079665,-0.004867,0.044060,-9.809900
23.000000,1.000000,1.000596,-0.002228,0.020884,0.078798,-0.002228,0.020884,0.078798,0.037925,0.199251,-9.807908
24.000000,1.000000,1.006791,-0.003896,0.020784,0.079368,-0.003896,0.020784,0.079368,-0.614459,-0.619704,-9.771106
25.000000,1.000000,1.006791,-0.003896,0.020784,0.079368,-0.003896,0.020784,0.079368,-0.614459,-0.619704,-9.771106
26.000000,1.000000,1.006791,-0.003896,0.020784,0.079368,-0.003896,0.020784,0.079368,-0.614459,-0.619704,-9.771106
27.000000,1.000000,1.006791,-0.003896,0.020784,0.079368,-0.003896,0.020784,0.079368,-0.614459,-0.619704,-9.771106
28.000000,1.000000,1.006791,-0.003896,0.020784,0.079368,-0.003896,0.020784,0.079368,-0.614459,-0.619704,-9.771106
29.000000,1.000000,1.006791,-0.003896,0.020784,0.079368,-0.003896,0.020784,0.079368,-0.614459,-0.619704,-9.771106
