# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,1.001625,-0.003404,0.021588,0.078563,-0.003404,0.021588,0.078563,0.008070,-0.120186,-9.809260
1.000000,1.000000,1.003443,-0.003152,0.021702,0.078707,-0.003152,0.021702,0.078707,0.014845,-0.118676,-9.809271
2.000000,1.000000,0.988491,-0.003082,0.021051,0.078833,-0.003082,0.021051,0.078833,0.025948,-0.140470,-9.808960
3.000000,1.000000,1.000205,-0.003297,0.021640,0.079171,-0.003297,0.021640,0.079171,0.011869,-0.132739,-9.809095
4.000000,1.000000,1.000205,-0.003297,0.021640,0.079171,-0.003297,0.021640,0.079171,0.011869,-0.132739,-9.809095
5.000000,1.000000,0.985240,-0.003171,0.021533,0.078748,-0.003171,0.021533,0.078748,0.007750,-0.124491,-9.809207
6.000000,1.000000,0.988139,-0.002948,0.021372,0.078861,-0.002948,0.021372,0.078861,0.013615,-0.132735,-9.809093
7.000000,1.000000,0.994736,-0.003063,0.021197,0.078973,-0.003063,0.021197,0.078973,0.011792,-0.129381,-9.809140
8.000000,1.000000,1.009805,-0.002822,0.021605,0.078949,-0.002822,0.021605,0.078949,-0.006464,-0.128945,-9.809150
9.000000,1.000000,1.000623,-0.002714,0.020798,0.079086,-0.002714,0.020798,0.079086,-0.021585,-0.125610,-9.809172
10.000000,1.000000,1.000623,-0.002714,0.020798,0.079086,-0.002714,0.020798,0.079086,-0.021585,-0.125610,-9.809172
11.000000,1.000000,0.993603,-0.002909,0.020814,0.079052,-0.002909,0.020814,0.079052,-0.030768,-0.125578,-9.809148
12.000000,1.000000,0.977808,-0.002849,0.021386,0.078968,-0.002849,0.021386,0.078968,-0.033805,-0.124776,-9.809148
13.000000,1.000000,0.997845,-0.002967,0.021184,0.079081,-0.002967,0.021184,0.079081,-0.034949,-0.135004,-9.809009
14.000000,1.000000,0.992824,-0.002811,0.021153,0.079044,-0.002811,0.021153,0.079044,-0.034884,-0.137973,-9.808968
15.000000,1.000000,0.987958,-0.002659,0.021290,0.078847,-0.002659,0.021290,0.078847,-0.032225,-0.139657,-9.808953
16.000000,1.000000,0.993996,-0.002603,0.021069,0.078843,-0.002603,0.021069,0.078843,-0.028740,-0.136848,-9.809003
17.000000,1.000000,0.983983,-0.002497,0.020563,0.078828,-0.002497,0.020563,0.078828,-0.024043,-0.144061,-9.808913
18.000000,1.000000,0.979746,-0.002731,0.021003,0.078757,-0.002731,0.021003,0.078757,-0.019623,-0.144074,-9.808922
19.000000,1.000000,0.991445,-0.003435,0.021032,0.079253,-0.003435,0.021032,0.079253,-0.028705,-0.136173,-9.809013
20.000000,1.000000,0.982309,-0.002995,0.021001,0.079273,-0.002995,0.021001,0.079273,-0.025817,-0.133448,-9.809058
21.000000,1.000000,0.979394,-0.002208,0.020955,0.078744,-0.002208,0.020955,0.078744,-0.015282,-0.133842,-9.809075
22.000000,1.000000,0.989195,-0.002508,0.021412,0.079329,-0.002508,0.021412,0.079329,-0.008770,-0.131138,-9.809120
23.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
24.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
25.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
26.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
27.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
28.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
29.000000,1.000000,0.996617,-0.002581,0.020570,0.078912,-0.002581,0.020570,0.078912,-0.007582,-0.129199,-9.809146
