# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,1.001937,-0.003360,0.021588,0.078530,-0.003360,0.021588,0.078530,0.006879,-0.119516,-9.809270
1.000000,1.000000,1.001426,-0.003139,0.021700,0.078677,-0.003139,0.021700,0.078677,0.012964,-0.118230,-9.809279
2.000000,1.000000,0.988082,-0.003017,0.021043,0.078783,-0.003017,0.021043,0.078783,0.022246,-0.137075,-9.809017
3.000000,1.000000,1.001338,-0.003246,0.021651,0.079112,-0.003246,0.021651,0.079112,0.010178,-0.131884,-9.809108
4.000000,1.000000,1.001338,-0.003246,0.021651,0.079112,-0.003246,0.021651,0.079112,0.010178,-0.131884,-9.809108
5.000000,1.000000,0.988334,-0.003163,0.021538,0.078713,-0.003163,0.021538,0.078713,0.006456,-0.124995,-9.809202
6.000000,1.000000,0.990813,-0.002954,0.021394,0.078848,-0.002954,0.021394,0.078848,0.010823,-0.130721,-9.809123
7.000000,1.000000,1.002124,-0.003040,0.021205,0.078923,-0.003040,0.021205,0.078923,0.006289,-0.127204,-9.809173
8.000000,1.000000,1.006843,-0.002910,0.021599,0.078990,-0.002910,0.021599,0.078990,-0.006691,-0.127238,-9.809173
9.000000,1.000000,1.004818,-0.002736,0.020791,0.079080,-0.002736,0.020791,0.079080,-0.021949,-0.123023,-9.809204
10.000000,1.000000,1.004818,-0.002736,0.020791,0.079080,-0.002736,0.020791,0.079080,-0.021949,-0.123023,-9.809204
11.000000,1.000000,0.988124,-0.002904,0.020824,0.079052,-0.002904,0.020824,0.079052,-0.030709,-0.124196,-9.809166
12.000000,1.000000,0.964492,-0.002834,0.021413,0.078973,-0.002834,0.021413,0.078973,-0.032885,-0.122767,-9.809177
13.000000,1.000000,0.998156,-0.002946,0.021236,0.079085,-0.002946,0.021236,0.079085,-0.034884,-0.137410,-9.808976
14.000000,1.000000,0.983395,-0.002799,0.021182,0.079062,-0.002799,0.021182,0.079062,-0.034510,-0.138457,-9.808962
15.000000,1.000000,0.977816,-0.002665,0.021287,0.078853,-0.002665,0.021287,0.078853,-0.031884,-0.141203,-9.808932
16.000000,1.000000,0.996157,-0.002625,0.021068,0.078853,-0.002625,0.021068,0.078853,-0.027341,-0.132159,-9.809072
