# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.996130,-0.003000,0.021219,0.078857,-0.003000,0.021219,0.078857,-0.012081,-0.130464,-9.809125
1.000000,1.000000,0.992337,-0.002788,0.021146,0.078795,-0.002788,0.021146,0.078795,-0.008887,-0.130378,-9.809130
2.000000,1.000000,0.989333,-0.002823,0.021089,0.078902,-0.002823,0.021089,0.078902,-0.008358,-0.132634,-9.809100
3.000000,1.000000,0.993695,-0.002966,0.021111,0.078969,-0.002966,0.021111,0.078969,-0.012393,-0.129895,-9.809132
4.000000,1.000000,0.993735,-0.003011,0.021161,0.078993,-0.003011,0.021161,0.078993,-0.015026,-0.131028,-9.809113
5.000000,1.000000,0.985062,-0.002751,0.021055,0.078903,-0.002751,0.021055,0.078903,-0.013938,-0.131147,-9.809113
6.000000,1.000000,0.986833,-0.002855,0.020986,0.078942,-0.002855,0.020986,0.078942,-0.015644,-0.129757,-9.809129
7.000000,1.000000,0.990752,-0.002860,0.021036,0.078984,-0.002860,0.021036,0.078984,-0.013923,-0.131095,-9.809114
8.000000,1.000000,0.990287,-0.002918,0.021072,0.079020,-0.002918,0.021072,0.079020,-0.016422,-0.131503,-9.809105
9.000000,1.000000,0.984187,-0.002875,0.020973,0.078973,-0.002875,0.020973,0.078973,-0.016671,-0.131722,-9.809101
10.000000,1.000000,0.984791,-0.002760,0.020980,0.079024,-0.002760,0.020980,0.079024,-0.014226,-0.131533,-9.809108
11.000000,1.000000,0.987343,-0.002859,0.020824,0.079008,-0.002859,0.020824,0.079008,-0.012973,-0.131121,-9.809115
12.000000,1.000000,0.986719,-0.002802,0.020957,0.078998,-0.002802,0.020957,0.078998,-0.010415,-0.130165,-9.809131
13.000000,1.000000,0.986189,-0.002839,0.020946,0.079033,-0.002839,0.020946,0.079033,-0.007313,-0.130348,-9.809131
14.000000,1.000000,0.985699,-0.002858,0.021008,0.079072,-0.002858,0.021008,0.079072,-0.005052,-0.130274,-9.809134
15.000000,1.000000,0.986016,-0.002830,0.021014,0.079070,-0.002830,0.021014,0.079070,-0.002527,-0.130552,-9.809131
16.000000,1.000000,0.986572,-0.002834,0.020989,0.079090,-0.002834,0.020989,0.079090,0.000370,-0.130145,-9.809137
17.000000,1.000000,0.986410,-0.002835,0.020975,0.079116,-0.002835,0.020975,0.079116,0.003518,-0.129625,-9.809143
18.000000,1.000000,0.985873,-0.002836,0.020967,0.079139,-0.002836,0.020967,0.079139,0.006685,-0.129439,-9.809144
19.000000,1.000000,0.986129,-0.002886,0.020983,0.079179,-0.002886,0.020983,0.079179,0.009203,-0.129717,-9.809138
20.000000,1.000000,0.985692,-0.002883,0.020965,0.079221,-0.002883,0.020965,0.079221,0.011613,-0.130639,-9.809123
21.000000,1.000000,0.985414,-0.002897,0.020982,0.079241,-0.002897,0.020982,0.079241,0.014039,-0.130434,-9.809123
22.000000,1.000000,0.986570,-0.002917,0.021068,0.079272,-0.002917,0.021068,0.079272,0.016029,-0.129494,-9.809132
23.000000,1.000000,0.987524,-0.002869,0.020969,0.079306,-0.002869,0.020969,0.079306,0.019155,-0.130084,-9.809119
24.000000,1.000000,0.986552,-0.002771,0.020983,0.079270,-0.002771,0.020983,0.079270,0.022744,-0.130997,-9.809099
25.000000,1.000000,0.986947,-0.002857,0.020985,0.079320,-0.002857,0.020985,0.079320,0.022671,-0.131190,-9.809097
26.000000,1.000000,0.989103,-0.003023,0.021027,0.079453,-0.003023,0.021027,0.079453,0.024172,-0.132650,-9.809073
27.000000,1.000000,0.990247,-0.002969,0.021013,0.079388,-0.002969,0.021013,0.079388,0.026020,-0.132982,-9.809064
28.000000,1.000000,0.988957,-0.002817,0.021021,0.079365,-0.002817,0.021021,0.079365,0.030093,-0.134539,-9.809031
29.000000,1.000000,0.988340,-0.002815,0.020993,0.079391,-0.002815,0.020993,0.079391,0.030441,-0.133298,-9.809047
30.000000,1.000000,0.989127,-0.003025,0.021013,0.079490,-0.003025,0.021013,0.079490,0.033622,-0.135929,-9.809001
31.000000,1.000000,0.993363,-0.002920,0.021026,0.079490,-0.002920,0.021026,0.079490,0.033088,-0.135736,-9.809005
32.000000,1.000000,0.987254,-0.002920,0.021034,0.079468,-0.002920,0.021034,0.079468,0.034261,-0.134432,-9.809019
33.000000,1.000000,0.996463,-0.002858,0.021024,0.079491,-0.002858,0.021024,0.079491,0.038642,-0.136120,-9.808979
34.000000,1.000000,0.996439,-0.002894,0.021025,0.079506,-0.002894,0.021025,0.079506,0.038122,-0.136349,-9.808978
35.000000,1.000000,0.965618,-0.002976,0.020949,0.079540,-0.002976,0.020949,0.079540,0.036900,-0.136653,-9.808979
36.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
37.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
38.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
39.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
40.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
41.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
42.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
43.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
44.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
45.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
46.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
47.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
48.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
49.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
50.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
51.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
52.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
53.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
54.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
55.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
56.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
57.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
58.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
59.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
60.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
61.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
62.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
63.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
64.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
65.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
66.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
67.000000,1.000000,0.998840,-0.003062,0.020862,0.079241,-0.003062,0.020862,0.079241,0.045903,-0.158839,-9.808607
68.000000,1.000000,1.005192,-0.003029,0.020922,0.079153,-0.003029,0.020922,0.079153,0.049601,-0.159095,-9.808584
69.000000,1.000000,1.005192,-0.003029,0.020922,0.079153,-0.003029,0.020922,0.079153,0.049601,-0.159095,-9.808584
70.000000,1.000000,0.999248,-0.003045,0.020956,0.079118,-0.003045,0.020956,0.079118,0.050082,-0.159824,-9.808570
