# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.998042,-0.003000,0.021219,0.078857,-0.003000,0.021219,0.078857,-0.016959,0.047962,-9.809868
1.000000,1.000000,0.998339,-0.002788,0.021146,0.078795,-0.002788,0.021146,0.078795,0.013090,0.089446,-9.809583
2.000000,1.000000,0.997544,-0.002823,0.021089,0.078902,-0.002823,0.021089,0.078902,0.021740,0.064488,-9.809764
3.000000,1.000000,0.998438,-0.002966,0.021111,0.078969,-0.002966,0.021111,0.078969,0.014696,0.060609,-9.809802
4.000000,1.000000,0.999731,-0.003011,0.021161,0.078993,-0.003011,0.021161,0.078993,0.005783,0.065998,-9.809776
5.000000,1.000000,0.999058,-0.002751,0.021055,0.078903,-0.002751,0.021055,0.078903,0.008051,0.077270,-9.809692
6.000000,1.000000,0.999529,-0.002855,0.020986,0.078942,-0.002855,0.020986,0.078942,0.001736,0.048164,-9.809882
7.000000,1.000000,0.999664,-0.002860,0.021036,0.078984,-0.002860,0.021036,0.078984,-0.004097,0.027780,-9.809960
8.000000,1.000000,1.004817,-0.002918,0.021072,0.079020,-0.002918,0.021072,0.079020,-0.024873,0.050958,-9.809836
9.000000,1.000000,1.004077,-0.002875,0.020973,0.078973,-0.002875,0.020973,0.078973,-0.021508,0.038008,-9.809903
10.000000,1.000000,1.003077,-0.002760,0.020980,0.079024,-0.002760,0.020980,0.079024,-0.006547,0.063708,-9.809791
11.000000,1.000000,1.003794,-0.002859,0.020824,0.079008,-0.002859,0.020824,0.079008,-0.019439,0.067982,-9.809745
12.000000,1.000000,1.004413,-0.002802,0.020957,0.078998,-0.002802,0.020957,0.078998,-0.031784,0.069220,-9.809704
13.000000,1.000000,1.004999,-0.002839,0.020946,0.079033,-0.002839,0.020946,0.079033,-0.043387,0.068056,-9.809668
14.000000,1.000000,1.005085,-0.002858,0.021008,0.079072,-0.002858,0.021008,0.079072,-0.049370,0.060541,-9.809689
15.000000,1.000000,1.004789,-0.002830,0.021014,0.079070,-0.002830,0.021014,0.079070,-0.051731,0.052649,-9.809722
16.000000,1.000000,1.004859,-0.002834,0.020989,0.079090,-0.002834,0.020989,0.079090,-0.053141,0.049126,-9.809733
17.000000,1.000000,1.004903,-0.002835,0.020975,0.079116,-0.002835,0.020975,0.079116,-0.053856,0.047150,-9.809739
18.000000,1.000000,1.004827,-0.002836,0.020967,0.079139,-0.002836,0.020967,0.079139,-0.054414,0.045430,-9.809744
19.000000,1.000000,1.004620,-0.002886,0.020983,0.079179,-0.002886,0.020983,0.079179,-0.054514,0.044345,-9.809748
20.000000,1.000000,1.004937,-0.002883,0.020965,0.079221,-0.002883,0.020965,0.079221,-0.056448,0.041883,-9.809748
21.000000,1.000000,1.005152,-0.002897,0.020982,0.079241,-0.002897,0.020982,0.079241,-0.056522,0.041223,-9.809751
22.000000,1.000000,1.005367,-0.002917,0.021068,0.079272,-0.002917,0.021068,0.079272,-0.055011,0.045441,-9.809741
23.000000,1.000000,1.005425,-0.002869,0.020969,0.079306,-0.002869,0.020969,0.079306,-0.057656,0.039651,-9.809750
24.000000,1.000000,1.004571,-0.002771,0.020983,0.079270,-0.002771,0.020983,0.079270,-0.059359,0.025436,-9.809787
25.000000,1.000000,1.005080,-0.002857,0.020985,0.079320,-0.002857,0.020985,0.079320,-0.060369,0.018093,-9.809798
