# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,1.000146,-0.002916,0.021118,0.078917,-0.002916,0.021118,0.078917,-0.021499,0.056679,-9.809813
1.000000,1.000000,1.000929,-0.002901,0.021040,0.078976,-0.002901,0.021040,0.078976,-0.023373,0.049410,-9.809848
2.000000,1.000000,1.000003,-0.002889,0.021046,0.078993,-0.002889,0.021046,0.078993,-0.020998,0.035908,-9.809912
3.000000,1.000000,1.000486,-0.002877,0.021071,0.079020,-0.002877,0.021071,0.079020,-0.029598,0.036271,-9.809888
4.000000,1.000000,1.001398,-0.002903,0.021087,0.079043,-0.002903,0.021087,0.079043,-0.038842,0.038886,-9.809846
5.000000,1.000000,1.000337,-0.002866,0.021034,0.079051,-0.002866,0.021034,0.079051,-0.043182,0.042477,-9.809813
6.000000,1.000000,1.000952,-0.002870,0.020997,0.079079,-0.002870,0.020997,0.079079,-0.040881,0.035861,-9.809849
7.000000,1.000000,1.000904,-0.002874,0.021039,0.079096,-0.002874,0.021039,0.079096,-0.040502,0.034088,-9.809857
8.000000,1.000000,1.004331,-0.002863,0.021059,0.079108,-0.002863,0.021059,0.079108,-0.045644,0.044885,-9.809791
9.000000,1.000000,1.003338,-0.002864,0.020995,0.079097,-0.002864,0.020995,0.079097,-0.048729,0.039434,-9.809800
10.000000,1.000000,1.003534,-0.002847,0.020952,0.079162,-0.002847,0.020952,0.079162,-0.049610,0.042171,-9.809784
11.000000,1.000000,1.003588,-0.002880,0.020937,0.079175,-0.002880,0.020937,0.079175,-0.049622,0.044028,-9.809776
12.000000,1.000000,1.003534,-0.002874,0.021003,0.079179,-0.002874,0.021003,0.079179,-0.049396,0.043945,-9.809777
13.000000,1.000000,1.003663,-0.002891,0.020971,0.079207,-0.002891,0.020971,0.079207,-0.050347,0.041252,-9.809784
14.000000,1.000000,1.003873,-0.002904,0.020975,0.079232,-0.002904,0.020975,0.079232,-0.051937,0.040520,-9.809779
15.000000,1.000000,1.003730,-0.002885,0.020975,0.079236,-0.002885,0.020975,0.079236,-0.054375,0.038920,-9.809772
16.000000,1.000000,1.003735,-0.002890,0.020954,0.079249,-0.002890,0.020954,0.079249,-0.055142,0.038032,-9.809771
17.000000,1.000000,1.003721,-0.002893,0.020939,0.079263,-0.002893,0.020939,0.079263,-0.054696,0.036690,-9.809779
18.000000,1.000000,1.003629,-0.002894,0.020930,0.079278,-0.002894,0.020930,0.079278,-0.054432,0.034152,-9.809790
19.000000,1.000000,1.003541,-0.002929,0.020936,0.079306,-0.002929,0.020936,0.079306,-0.054849,0.032608,-9.809792
20.000000,1.000000,1.003850,-0.002927,0.020923,0.079334,-0.002927,0.020923,0.079334,-0.056296,0.030859,-9.809790
21.000000,1.000000,1.003895,-0.002938,0.020929,0.079346,-0.002938,0.020929,0.079346,-0.055953,0.029778,-9.809795
22.000000,1.000000,1.004151,-0.002955,0.020978,0.079365,-0.002955,0.020978,0.079365,-0.052398,0.035144,-9.809797
23.000000,1.000000,1.004238,-0.002925,0.020908,0.079387,-0.002925,0.020908,0.079387,-0.053828,0.034472,-9.809792
24.000000,1.000000,1.003463,-0.002865,0.020916,0.079352,-0.002865,0.020916,0.079352,-0.055435,0.017609,-9.809828
25.000000,1.000000,1.003842,-0.002919,0.020910,0.079378,-0.002919,0.020910,0.079378,-0.053830,0.011860,-9.809845
26.000000,1.000000,1.004938,-0.003023,0.020945,0.079482,-0.003023,0.020945,0.079482,-0.049862,0.003823,-9.809873
27.000000,1.000000,1.003935,-0.002992,0.020938,0.079432,-0.002992,0.020938,0.079432,-0.049972,0.021189,-9.809850
28.000000,1.000000,1.001099,-0.002889,0.020937,0.079420,-0.002889,0.020937,0.079420,-0.067378,-0.038765,-9.809692
29.000000,1.000000,1.001415,-0.002884,0.020921,0.079445,-0.002884,0.020921,0.079445,-0.066330,-0.035977,-9.809710
30.000000,1.000000,1.002138,-0.003012,0.020945,0.079547,-0.003012,0.020945,0.079547,-0.058961,-0.059833,-9.809640
31.000000,1.000000,1.002512,-0.002949,0.020965,0.079542,-0.002949,0.020965,0.079542,-0.059193,0.018994,-9.809803
32.000000,1.000000,0.998361,-0.002953,0.020971,0.079523,-0.002953,0.020971,0.079523,-0.049346,0.194780,-9.807942
33.000000,1.000000,0.998640,-0.002913,0.020958,0.079534,-0.002913,0.020958,0.079534,-0.068608,0.187372,-9.807970
34.000000,1.000000,1.005154,-0.002930,0.020950,0.079543,-0.002930,0.020950,0.079543,-0.052878,0.433100,-9.800292
35.000000,1.000000,1.000580,-0.002984,0.020898,0.079565,-0.002984,0.020898,0.079565,-0.080503,0.178280,-9.808050
36.000000,1.000000,1.000237,-0.003007,0.020916,0.079215,-0.003007,0.020916,0.079215,-0.089638,0.261669,-9.806100
