# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,1.001588,-0.002911,0.021140,0.078918,-0.002911,0.021140,0.078918,-0.020714,0.058921,-9.811648
1.000000,1.000000,1.001883,-0.002894,0.021062,0.078981,-0.002894,0.021062,0.078981,-0.024180,0.051267,-9.811552
2.000000,1.000000,1.001141,-0.002882,0.021068,0.078994,-0.002882,0.021068,0.078994,-0.023692,0.036022,-9.811372
3.000000,1.000000,1.002025,-0.002872,0.021093,0.079027,-0.002872,0.021093,0.079027,-0.031730,0.035281,-9.811336
4.000000,1.000000,1.002642,-0.002902,0.021112,0.079057,-0.002902,0.021112,0.079057,-0.038963,0.035915,-9.811348
5.000000,1.000000,1.002111,-0.002868,0.021057,0.079059,-0.002868,0.021057,0.079059,-0.041718,0.036696,-9.811362
6.000000,1.000000,1.002560,-0.002866,0.021026,0.079089,-0.002866,0.021026,0.079089,-0.040679,0.033903,-9.811339
7.000000,1.000000,1.002858,-0.002869,0.021068,0.079104,-0.002869,0.021068,0.079104,-0.041005,0.034653,-9.811348
8.000000,1.000000,1.004505,-0.002868,0.021092,0.079138,-0.002868,0.021092,0.079138,-0.044709,0.040520,-9.811434
9.000000,1.000000,1.003971,-0.002862,0.021028,0.079120,-0.002862,0.021028,0.079120,-0.047398,0.034935,-9.811381
10.000000,1.000000,1.004169,-0.002838,0.020988,0.079180,-0.002838,0.020988,0.079180,-0.048094,0.037488,-9.811415
11.000000,1.000000,1.004259,-0.002865,0.020973,0.079190,-0.002865,0.020973,0.079190,-0.047929,0.039182,-9.811447
12.000000,1.000000,1.004193,-0.002858,0.021040,0.079193,-0.002858,0.021040,0.079193,-0.047701,0.038590,-9.811451
13.000000,1.000000,1.004383,-0.002873,0.021007,0.079222,-0.002873,0.021007,0.079222,-0.048793,0.035855,-9.811435
14.000000,1.000000,1.004534,-0.002887,0.021008,0.079248,-0.002887,0.021008,0.079248,-0.050481,0.034928,-9.811445
15.000000,1.000000,1.004348,-0.002867,0.021008,0.079249,-0.002867,0.021008,0.079249,-0.052554,0.033416,-9.811448
16.000000,1.000000,1.004397,-0.002871,0.020987,0.079262,-0.002871,0.020987,0.079262,-0.052847,0.032282,-9.811446
17.000000,1.000000,1.004377,-0.002873,0.020972,0.079276,-0.002873,0.020972,0.079276,-0.052025,0.030432,-9.811432
18.000000,1.000000,1.004239,-0.002873,0.020963,0.079291,-0.002873,0.020963,0.079291,-0.051398,0.027834,-9.811410
19.000000,1.000000,1.004226,-0.002907,0.020969,0.079320,-0.002907,0.020969,0.079320,-0.051589,0.026146,-9.811402
20.000000,1.000000,1.004538,-0.002905,0.020954,0.079347,-0.002905,0.020954,0.079347,-0.053023,0.024142,-9.811397
21.000000,1.000000,1.004657,-0.002916,0.020959,0.079360,-0.002916,0.020959,0.079360,-0.051659,0.023870,-9.811402
22.000000,1.000000,1.004880,-0.002929,0.021013,0.079380,-0.002929,0.021013,0.079380,-0.048108,0.029740,-9.811478
23.000000,1.000000,1.004957,-0.002897,0.020941,0.079403,-0.002897,0.020941,0.079403,-0.050546,0.024803,-9.811440
24.000000,1.000000,1.003956,-0.002833,0.020950,0.079376,-0.002833,0.020950,0.079376,-0.051063,0.010027,-9.811267
25.000000,1.000000,1.004611,-0.002890,0.020944,0.079401,-0.002890,0.020944,0.079401,-0.049528,0.005533,-9.811204
26.000000,1.000000,1.005641,-0.003005,0.020973,0.079490,-0.003005,0.020973,0.079490,-0.045830,-0.000016,-9.811131
27.000000,1.000000,1.004745,-0.002961,0.020960,0.079460,-0.002961,0.020960,0.079460,-0.047635,0.009725,-9.811279
28.000000,1.000000,1.001398,-0.002864,0.020962,0.079443,-0.002864,0.020962,0.079443,-0.064715,-0.046550,-9.810587
29.000000,1.000000,1.002074,-0.002864,0.020941,0.079457,-0.002864,0.020941,0.079457,-0.061913,-0.038140,-9.810690
30.000000,1.000000,1.002244,-0.003004,0.020951,0.079523,-0.003004,0.020951,0.079523,-0.055311,-0.066324,-9.810306
31.000000,1.000000,1.003270,-0.002933,0.020958,0.079525,-0.002933,0.020958,0.079525,-0.053113,0.027741,-9.811625
32.000000,1.000000,0.998257,-0.002934,0.020961,0.079511,-0.002934,0.020961,0.079511,-0.044904,0.167773,-9.813562
33.000000,1.000000,0.999684,-0.002893,0.020952,0.079524,-0.002893,0.020952,0.079524,-0.075571,0.028065,-9.811765
