# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.997141,-0.002984,0.021218,0.078885,-0.002984,0.021218,0.078885,-0.014310,0.056891,-9.809825
1.000000,1.000000,0.997956,-0.002774,0.021143,0.078818,-0.002774,0.021143,0.078818,0.012920,0.088905,-9.809589
2.000000,1.000000,0.997660,-0.002800,0.021090,0.078952,-0.002800,0.021090,0.078952,0.010665,0.046543,-9.809884
3.000000,1.000000,0.997830,-0.002938,0.021116,0.079015,-0.002938,0.021116,0.079015,0.016906,0.065899,-9.809764
4.000000,1.000000,0.999252,-0.002983,0.021150,0.079018,-0.002983,0.021150,0.079018,0.005842,0.070398,-9.809746
5.000000,1.000000,0.998642,-0.002725,0.021041,0.078916,-0.002725,0.021041,0.078916,0.001377,0.079075,-9.809681
6.000000,1.000000,0.998780,-0.002836,0.020940,0.078916,-0.002836,0.020940,0.078916,-0.001972,0.039308,-9.809921
7.000000,1.000000,0.998707,-0.002845,0.020987,0.078958,-0.002845,0.020987,0.078958,-0.002045,0.017294,-9.809985
8.000000,1.000000,1.004291,-0.002891,0.021021,0.078963,-0.002891,0.021021,0.078963,-0.029465,0.038790,-9.809879
9.000000,1.000000,1.003351,-0.002855,0.020926,0.078931,-0.002855,0.020926,0.078931,-0.027947,0.029462,-9.809916
10.000000,1.000000,1.002786,-0.002753,0.020933,0.078990,-0.002753,0.020933,0.078990,-0.014228,0.062273,-9.809792
11.000000,1.000000,1.003261,-0.002863,0.020779,0.078981,-0.002863,0.020779,0.078981,-0.028499,0.060448,-9.809772
12.000000,1.000000,1.003864,-0.002814,0.020912,0.078974,-0.002814,0.020912,0.078974,-0.037314,0.066661,-9.809703
13.000000,1.000000,1.004170,-0.002852,0.020901,0.079004,-0.002852,0.020901,0.079004,-0.044676,0.063452,-9.809693
14.000000,1.000000,1.004291,-0.002872,0.020967,0.079041,-0.002872,0.020967,0.079041,-0.051687,0.056232,-9.809703
15.000000,1.000000,1.004030,-0.002845,0.020975,0.079042,-0.002845,0.020975,0.079042,-0.053138,0.049665,-9.809730
16.000000,1.000000,1.004038,-0.002850,0.020950,0.079062,-0.002850,0.020950,0.079062,-0.053915,0.046284,-9.809743
17.000000,1.000000,1.004049,-0.002853,0.020935,0.079088,-0.002853,0.020935,0.079088,-0.053320,0.044883,-9.809752
18.000000,1.000000,1.003945,-0.002855,0.020928,0.079110,-0.002855,0.020928,0.079110,-0.052536,0.042776,-9.809766
