# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,1.016554,-0.003417,0.021587,0.078567,-0.003417,0.021587,0.078567,-0.882082,-0.058419,-9.770088
1.000000,1.000000,1.021649,-0.003190,0.021709,0.078712,-0.003190,0.021709,0.078712,-0.475565,0.699701,-9.773452
2.000000,1.000000,1.003293,-0.003143,0.021047,0.078842,-0.003143,0.021047,0.078842,0.401175,1.280419,-9.717803
3.000000,1.000000,1.015661,-0.003301,0.021643,0.079172,-0.003301,0.021643,0.079172,-0.433189,0.612534,-9.781270
4.000000,1.000000,1.015661,-0.003301,0.021643,0.079172,-0.003301,0.021643,0.079172,-0.433189,0.612534,-9.781270
5.000000,1.000000,1.005652,-0.003181,0.021532,0.078745,-0.003181,0.021532,0.078745,-0.047763,0.977514,-9.761060
6.000000,1.000000,0.992396,-0.002988,0.021366,0.078873,-0.002988,0.021366,0.078873,0.440935,0.789412,-9.768240
7.000000,1.000000,0.977465,-0.003121,0.021180,0.078967,-0.003121,0.021180,0.078967,0.804621,1.326033,-9.686605
8.000000,1.000000,1.003828,-0.002848,0.021594,0.078960,-0.002848,0.021594,0.078960,0.276661,0.555886,-9.790329
9.000000,1.000000,1.000882,-0.002714,0.020782,0.079083,-0.002714,0.020782,0.079083,-0.003031,-0.032344,-9.809946
10.000000,1.000000,1.000882,-0.002714,0.020782,0.079083,-0.002714,0.020782,0.079083,-0.003031,-0.032344,-9.809946
11.000000,1.000000,1.008938,-0.002895,0.020810,0.079047,-0.002895,0.020810,0.079047,-0.257898,-0.046460,-9.806499
12.000000,1.000000,0.988243,-0.002832,0.021388,0.078966,-0.002832,0.021388,0.078966,-0.029591,-0.115999,-9.809270
13.000000,1.000000,0.966310,-0.002949,0.021210,0.079078,-0.002949,0.021210,0.079078,0.413911,-0.194770,-9.799329
14.000000,1.000000,0.999850,-0.002797,0.021167,0.079054,-0.002797,0.021167,0.079054,0.038847,-0.080431,-9.809593
15.000000,1.000000,1.012624,-0.002664,0.021266,0.078850,-0.002664,0.021266,0.078850,-0.242075,0.010869,-9.807007
16.000000,1.000000,1.011167,-0.002622,0.021050,0.078850,-0.002622,0.021050,0.078850,-0.319846,0.039496,-9.804705
17.000000,1.000000,1.000089,-0.002522,0.020545,0.078829,-0.002522,0.020545,0.078829,-0.405451,-0.207843,-9.799414
18.000000,1.000000,0.989112,-0.002759,0.020977,0.078748,-0.002759,0.020977,0.078748,-0.088464,-0.120501,-9.808861
19.000000,1.000000,0.992580,-0.003450,0.021025,0.079219,-0.003450,0.021025,0.079219,-0.011804,0.047217,-9.809879
20.000000,1.000000,1.010602,-0.003000,0.020915,0.079202,-0.003000,0.020915,0.079202,0.028097,0.122420,-9.809196
21.000000,1.000000,1.000527,-0.002246,0.020753,0.078624,-0.002246,0.020753,0.078624,-0.023478,0.100286,-9.809459
22.000000,1.000000,1.008775,-0.002670,0.021130,0.079092,-0.002670,0.021130,0.079092,-0.057330,0.069954,-9.809583
23.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
24.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
25.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
26.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
27.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
28.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
29.000000,1.000000,0.999858,-0.002588,0.020613,0.078864,-0.002588,0.020613,0.078864,-0.131735,-0.192609,-9.807224
30.000000,1.000000,1.004226,-0.003143,0.021147,0.079440,-0.003143,0.021147,0.079440,-0.017990,0.085416,-9.809612
31.000000,1.000000,1.003412,-0.002990,0.020613,0.079272,-0.002990,0.020613,0.079272,-0.050309,0.115707,-9.809189
32.000000,1.000000,0.999125,-0.002794,0.020842,0.079044,-0.002794,0.020842,0.079044,0.001955,0.268127,-9.806335
33.000000,1.000000,1.000690,-0.002563,0.021004,0.079087,-0.002563,0.021004,0.079087,-0.075075,0.154170,-9.808501
34.000000,1.000000,1.009435,-0.002695,0.021298,0.079170,-0.002695,0.021298,0.079170,-0.009949,0.725188,-9.783154
35.000000,1.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
36.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
37.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
38.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
39.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
40.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
41.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
42.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
43.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
44.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
45.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
46.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
47.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
48.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
49.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
50.000000,0.000000,1.003783,-0.003084,0.020968,0.079329,-0.003084,0.020968,0.079329,-0.048176,0.533098,-9.795386
