# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.998259,-0.003000,0.021219,0.078857,-0.003000,0.021219,0.078857,-0.010466,0.061958,-9.811705
1.000000,1.000000,0.998336,-0.002788,0.021146,0.078795,-0.002788,0.021146,0.078795,0.012966,0.091724,-9.812141
2.000000,1.000000,0.998166,-0.002823,0.021089,0.078902,-0.002823,0.021089,0.078902,0.018639,0.063416,-9.811819
3.000000,1.000000,0.999571,-0.002966,0.021111,0.078969,-0.002966,0.021111,0.078969,0.011035,0.061358,-9.811734
4.000000,1.000000,1.000608,-0.003011,0.021161,0.078993,-0.003011,0.021161,0.078993,0.003651,0.065118,-9.811784
5.000000,1.000000,1.000563,-0.002751,0.021055,0.078903,-0.002751,0.021055,0.078903,0.009392,0.075971,-9.811958
6.000000,1.000000,1.000528,-0.002855,0.020986,0.078942,-0.002855,0.020986,0.078942,-0.001235,0.043126,-9.811478
7.000000,1.000000,1.001563,-0.002860,0.021036,0.078984,-0.002860,0.021036,0.078984,-0.014492,0.021750,-9.811183
8.000000,1.000000,1.004463,-0.002918,0.021072,0.079020,-0.002918,0.021072,0.079020,-0.031260,0.035881,-9.811355
9.000000,1.000000,1.004063,-0.002875,0.020973,0.078973,-0.002875,0.020973,0.078973,-0.028472,0.025740,-9.811223
10.000000,1.000000,1.003243,-0.002760,0.020980,0.079024,-0.002760,0.020980,0.079024,-0.016190,0.057636,-9.811668
11.000000,1.000000,1.004130,-0.002859,0.020824,0.079008,-0.002859,0.020824,0.079008,-0.027577,0.064474,-9.811738
12.000000,1.000000,1.004680,-0.002802,0.020957,0.078998,-0.002802,0.020957,0.078998,-0.038606,0.065870,-9.811727
13.000000,1.000000,1.005060,-0.002839,0.020946,0.079033,-0.002839,0.020946,0.079033,-0.044861,0.062467,-9.811690
14.000000,1.000000,1.005161,-0.002858,0.021008,0.079072,-0.002858,0.021008,0.079072,-0.052576,0.054980,-9.811591
15.000000,1.000000,1.004816,-0.002830,0.021014,0.079070,-0.002830,0.021014,0.079070,-0.054861,0.046699,-9.811496
16.000000,1.000000,1.004824,-0.002834,0.020989,0.079090,-0.002834,0.020989,0.079090,-0.054708,0.042420,-9.811448
17.000000,1.000000,1.004797,-0.002835,0.020975,0.079116,-0.002835,0.020975,0.079116,-0.053544,0.039812,-9.811423
18.000000,1.000000,1.004609,-0.002836,0.020967,0.079139,-0.002836,0.020967,0.079139,-0.052214,0.037471,-9.811406
19.000000,1.000000,1.004386,-0.002886,0.020983,0.079179,-0.002886,0.020983,0.079179,-0.051190,0.035634,-9.811400
20.000000,1.000000,1.004625,-0.002883,0.020965,0.079221,-0.002883,0.020965,0.079221,-0.052319,0.032909,-9.811394
21.000000,1.000000,1.004803,-0.002897,0.020982,0.079241,-0.002897,0.020982,0.079241,-0.051178,0.031998,-9.811393
