# index, flag, s, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.994801,-0.002905,0.021159,0.078947,-0.002905,0.021159,0.078947,-0.004643,-0.129622,-9.809142
1.000000,1.000000,0.993876,-0.002888,0.021083,0.079015,-0.002888,0.021083,0.079015,-0.002792,-0.130292,-9.809134
2.000000,1.000000,0.992147,-0.002873,0.021091,0.079036,-0.002873,0.021091,0.079036,-0.001544,-0.131514,-9.809118
3.000000,1.000000,0.994011,-0.002860,0.021115,0.079057,-0.002860,0.021115,0.079057,-0.001645,-0.130025,-9.809138
4.000000,1.000000,0.994754,-0.002884,0.021133,0.079081,-0.002884,0.021133,0.079081,-0.002337,-0.130275,-9.809135
5.000000,1.000000,0.990692,-0.002844,0.021087,0.079099,-0.002844,0.021087,0.079099,-0.001388,-0.129910,-9.809140
6.000000,1.000000,0.991794,-0.002845,0.021051,0.079125,-0.002845,0.021051,0.079125,-0.000216,-0.131140,-9.809123
7.000000,1.000000,0.993364,-0.002849,0.021093,0.079137,-0.002849,0.021093,0.079137,0.000965,-0.130936,-9.809126
8.000000,1.000000,0.995484,-0.002838,0.021118,0.079153,-0.002838,0.021118,0.079153,0.000578,-0.131448,-9.809119
9.000000,1.000000,0.991922,-0.002837,0.021057,0.079152,-0.002837,0.021057,0.079152,0.002051,-0.132204,-9.809109
10.000000,1.000000,0.992893,-0.002816,0.021018,0.079212,-0.002816,0.021018,0.079212,0.002331,-0.132103,-9.809110
11.000000,1.000000,0.992983,-0.002842,0.021003,0.079221,-0.002842,0.021003,0.079221,0.003110,-0.132379,-9.809106
12.000000,1.000000,0.992985,-0.002835,0.021070,0.079223,-0.002835,0.021070,0.079223,0.004523,-0.132509,-9.809104
13.000000,1.000000,0.992916,-0.002851,0.021037,0.079252,-0.002851,0.021037,0.079252,0.006546,-0.133078,-9.809095
14.000000,1.000000,0.992794,-0.002861,0.021037,0.079281,-0.002861,0.021037,0.079281,0.008313,-0.133704,-9.809085
15.000000,1.000000,0.992915,-0.002839,0.021037,0.079285,-0.002839,0.021037,0.079285,0.010199,-0.134294,-9.809075
16.000000,1.000000,0.993212,-0.002843,0.021015,0.079296,-0.002843,0.021015,0.079296,0.012215,-0.134403,-9.809072
17.000000,1.000000,0.993251,-0.002848,0.021001,0.079308,-0.002848,0.021001,0.079308,0.014249,-0.134349,-9.809070
18.000000,1.000000,0.992887,-0.002850,0.020992,0.079322,-0.002850,0.020992,0.079322,0.016308,-0.134374,-9.809066
19.000000,1.000000,0.992908,-0.002886,0.020997,0.079350,-0.002886,0.020997,0.079350,0.017888,-0.134527,-9.809061
20.000000,1.000000,0.992695,-0.002884,0.020980,0.079383,-0.002884,0.020980,0.079383,0.019590,-0.135006,-9.809051
21.000000,1.000000,0.992547,-0.002893,0.020985,0.079396,-0.002893,0.020985,0.079396,0.021269,-0.135171,-9.809046
22.000000,1.000000,0.993471,-0.002913,0.021028,0.079422,-0.002913,0.021028,0.079422,0.022681,-0.134595,-9.809050
23.000000,1.000000,0.994174,-0.002879,0.020949,0.079444,-0.002879,0.020949,0.079444,0.024770,-0.134919,-9.809041
24.000000,1.000000,0.993637,-0.002830,0.020957,0.079395,-0.002830,0.020957,0.079395,0.027432,-0.135606,-9.809024
25.000000,1.000000,0.993708,-0.002886,0.020950,0.079407,-0.002886,0.020950,0.079407,0.027630,-0.135855,-9.809020
26.000000,1.000000,0.995421,-0.002990,0.020971,0.079512,-0.002990,0.020971,0.079512,0.028829,-0.136546,-9.809007
27.000000,1.000000,0.995988,-0.002961,0.020943,0.079474,-0.002961,0.020943,0.079474,0.029750,-0.136067,-9.809011
28.000000,1.000000,0.995479,-0.002873,0.020936,0.079452,-0.002873,0.020936,0.079452,0.033006,-0.137260,-9.808984
29.000000,1.000000,0.994664,-0.002875,0.020931,0.079453,-0.002875,0.020931,0.079453,0.033412,-0.136755,-9.808990
30.000000,1.000000,0.994906,-0.003003,0.020949,0.079560,-0.003003,0.020949,0.079560,0.035513,-0.138163,-9.808963
31.000000,1.000000,0.997441,-0.002927,0.020967,0.079566,-0.002927,0.020967,0.079566,0.035473,-0.138470,-9.808959
32.000000,1.000000,0.991706,-0.002935,0.020971,0.079558,-0.002935,0.020971,0.079558,0.035983,-0.137643,-9.808968
33.000000,1.000000,1.001765,-0.002910,0.020958,0.079551,-0.002910,0.020958,0.079551,0.038875,-0.139079,-9.808937
34.000000,1.000000,0.997492,-0.002932,0.020953,0.079548,-0.002932,0.020953,0.079548,0.039071,-0.139772,-9.808926
35.000000,1.000000,0.980856,-0.002988,0.020900,0.079568,-0.002988,0.020900,0.079568,0.038128,-0.140085,-9.808926
36.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
37.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
38.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
39.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
40.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
41.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
42.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
43.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
44.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
45.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
46.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
47.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
48.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
49.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
50.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
51.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
52.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
53.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
54.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
55.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
56.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
57.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
58.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
59.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
60.000000,1.000000,1.000496,-0.003006,0.020933,0.079196,-0.003006,0.020933,0.079196,0.041154,-0.154175,-9.808702
61.000000,1.000000,0.997650,-0.003036,0.020896,0.079133,-0.003036,0.020896,0.079133,0.037472,-0.152978,-9.808736
62.000000,1.000000,0.992108,-0.003081,0.020927,0.079047,-0.003081,0.020927,0.079047,0.034242,-0.152961,-9.808748
63.000000,1.000000,0.992108,-0.003081,0.020927,0.079047,-0.003081,0.020927,0.079047,0.034242,-0.152961,-9.808748
64.000000,1.000000,0.994264,-0.003072,0.020933,0.079054,-0.003072,0.020933,0.079054,0.032950,-0.153679,-9.808741
65.000000,1.000000,0.992351,-0.003065,0.020925,0.079033,-0.003065,0.020925,0.079033,0.032625,-0.155783,-9.808709
66.000000,1.000000,0.995691,-0.003104,0.020978,0.078979,-0.003104,0.020978,0.078979,0.030524,-0.156063,-9.808711
67.000000,1.000000,0.989041,-0.003111,0.020946,0.079023,-0.003111,0.020946,0.079023,0.027640,-0.155701,-9.808725
68.000000,1.000000,0.993672,-0.003066,0.020954,0.078979,-0.003066,0.020954,0.078979,0.025880,-0.155877,-9.808727
69.000000,1.000000,0.992498,-0.003079,0.020963,0.078957,-0.003079,0.020963,0.078957,0.025379,-0.156582,-9.808717
70.000000,1.000000,0.992259,-0.003092,0.020962,0.078942,-0.003092,0.020962,0.078942,0.024787,-0.156872,-9.808714
71.000000,1.000000,0.993117,-0.003101,0.020985,0.078912,-0.003101,0.020985,0.078912,0.024040,-0.156306,-9.808725
72.000000,1.000000,0.992493,-0.003099,0.020979,0.078878,-0.003099,0.020979,0.078878,0.022150,-0.156557,-9.808726
73.000000,1.000000,0.987546,-0.003094,0.020995,0.078885,-0.003094,0.020995,0.078885,0.022020,-0.157222,-9.808715
74.000000,1.000000,0.987823,-0.003101,0.020982,0.078855,-0.003101,0.020982,0.078855,0.020289,-0.156823,-9.808725
75.000000,1.000000,0.995645,-0.003122,0.021005,0.078777,-0.003122,0.021005,0.078777,0.018591,-0.155780,-9.808745
76.000000,1.000000,0.995922,-0.003118,0.021001,0.078764,-0.003118,0.021001,0.078764,0.020579,-0.157457,-9.808715
77.000000,1.000000,0.994862,-0.003137,0.020985,0.078758,-0.003137,0.020985,0.078758,0.022379,-0.158677,-9.808691
78.000000,1.000000,0.997107,-0.003131,0.021041,0.078740,-0.003131,0.021041,0.078740,0.020417,-0.158269,-9.808702
79.000000,1.000000,0.993226,-0.003146,0.021030,0.078681,-0.003146,0.021030,0.078681,0.018258,-0.157382,-9.808720
80.000000,1.000000,0.997957,-0.003132,0.021031,0.078706,-0.003132,0.021031,0.078706,0.017523,-0.156998,-9.808728
81.000000,1.000000,0.998901,-0.003160,0.021040,0.078674,-0.003160,0.021040,0.078674,0.016256,-0.155943,-9.808747
