# index, flag, s_computed, s_true, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z, g_x, g_y, g_z 
0.000000,1.000000,0.950736,1.037378,-0.003295,0.021331,0.080456,-0.000025,0.000002,0.000008,0.425633,9.372923,2.864133
1.000000,1.000000,1.035344,1.037378,-0.003750,0.021808,0.075219,-0.000067,0.000001,0.000028,0.454321,9.377287,2.845379
2.000000,1.000000,1.017353,1.037378,-0.002254,0.024387,0.080175,-0.000079,0.000002,0.000033,0.448044,9.379911,2.837716
3.000000,1.000000,0.988257,1.037378,-0.001770,0.021215,0.076111,-0.000012,0.000001,0.000004,0.435550,9.378390,2.844678
4.000000,1.000000,1.043499,1.037378,-0.003189,0.022124,0.075639,0.000003,-0.000001,-0.000004,0.460961,9.381110,2.831678
5.000000,1.000000,1.000174,1.037378,-0.001751,0.023685,0.079763,-0.000043,0.000001,0.000020,0.440267,9.381645,2.833196
6.000000,1.000000,0.985115,1.037378,-0.003429,0.020543,0.073750,-0.000069,0.000001,0.000028,0.438300,9.374282,2.857768
7.000000,1.000000,1.043038,1.037378,-0.002728,0.024222,0.079724,-0.000035,-0.000000,0.000014,0.456017,9.382141,2.829060
8.000000,1.000000,0.972144,1.037378,-0.002612,0.024303,0.071976,-0.000062,0.000002,0.000033,0.434235,9.377358,2.848279
9.000000,1.000000,1.038784,1.037378,-0.002026,0.021458,0.077241,-0.000092,0.000006,0.000099,0.419921,9.367034,2.884171
10.000000,1.000000,1.038784,1.037378,-0.002026,0.021458,0.077241,-0.000092,0.000006,0.000099,0.419921,9.367034,2.884171
11.000000,1.000000,1.053015,1.037378,-0.003402,0.020253,0.079479,-0.000091,0.000005,0.000097,0.423606,9.364849,2.890718
12.000000,1.000000,1.037858,1.037378,-0.002292,0.021179,0.075131,-0.000098,0.000012,0.000102,0.429351,9.368058,2.879452
13.000000,1.000000,1.037858,1.037378,-0.002292,0.021179,0.075131,-0.000098,0.000012,0.000102,0.429351,9.368058,2.879452
14.000000,1.000000,1.034654,1.037378,-0.003028,0.018520,0.078528,-0.000092,0.000009,0.000098,0.418207,9.365353,2.889874
15.000000,1.000000,0.992952,1.037378,0.004457,0.018541,0.078742,-0.000101,0.000015,0.000098,0.368222,9.370395,2.880314
16.000000,1.000000,0.992952,1.037378,0.004457,0.018541,0.078742,-0.000101,0.000015,0.000098,0.368222,9.370395,2.880314
17.000000,1.000000,0.992952,1.037378,0.004457,0.018541,0.078742,-0.000101,0.000015,0.000098,0.368222,9.370395,2.880314
18.000000,1.000000,0.992952,1.037378,0.004457,0.018541,0.078742,-0.000101,0.000015,0.000098,0.368222,9.370395,2.880314
19.000000,1.000000,0.992952,1.037378,0.004457,0.018541,0.078742,-0.000101,0.000015,0.000098,0.368222,9.370395,2.880314
20.000000,1.000000,1.033799,1.037378,-0.003536,0.022227,0.077905,-0.000096,0.000010,0.000076,0.443234,9.373117,2.860825
21.000000,1.000000,1.033799,1.037378,-0.003536,0.022227,0.077905,-0.000096,0.000010,0.000076,0.443234,9.373117,2.860825
22.000000,1.000000,1.033799,1.037378,-0.003536,0.022227,0.077905,-0.000096,0.000010,0.000076,0.443234,9.373117,2.860825
23.000000,1.000000,1.029549,1.037378,-0.004682,0.017716,0.077688,-0.000103,0.000003,0.000073,0.414996,9.372409,2.867374
24.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
25.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
26.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
27.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
28.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
29.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
30.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
31.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
32.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
33.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
34.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
35.000000,1.000000,0.655288,1.037378,-0.002317,0.020586,0.077408,-0.000078,0.000004,0.000021,0.449942,9.385853,2.817698
